paperID|doi|journal_name|volume|volume_id|pages|abstract|publicationVenue_name|edition_id|city_venue|title|year|authorIDs|authorNames|fields|citedPaperID|reviewerIDs|reviewsApprovements|reviewsDesc
273dfbcb68080251f5e9ff38b4413d7bd84b10a1|10.1145/1961189.1961199||||27:1-27:27|LIBSVM is a library for Support Vector Machines (SVMs). We have been actively developing this package since the year 2000. The goal is to help users to easily apply SVM to their applications. LIBSVM has gained wide popularity in machine learning and many other areas. In this article, we present all implementation details of LIBSVM. Issues such as solving SVM optimization problems theoretical convergence multiclass classification probability estimates and parameter selection are discussed in detail.|Workshop on AI for Social Good|Workshop_on_AI_for_Social_Good_Cairo_2011|Cairo|LIBSVM: A library for support vector machines|2011|1711460|Chih-Chung Chang;Chih-Jen Lin|Computer Science;Mathematics|7b2dd79083a74699e4e0509ac3f0a8a302b4eabe;a86171e13f84fe32212dd7fb6a1c31a34a47155f;a40f97770296c7fca2e5361cbceba3f4aae399e0;9008cdacbdcff8a218a6928e94fe7c6dfc237b24;c6a83c4fcc99ba6753109301949c5b7cfa978079|49933077;11541096;1680188|True;True;False|desc;desc;desc
34f25a8704614163c4095b3ee2fc969b60de4698|10.5555/2627435.2670313||||1929-1958|"Deep neural nets with a large number of parameters are very powerful machine learning systems. However, overfitting is a serious problem in such networks. Large networks are also slow to use, making it difficult to deal with overfitting by combining the predictions of many different large neural nets at test time. Dropout is a technique for addressing this problem. The key idea is to randomly drop units (along with their connections) from the neural network during training. This prevents units from co-adapting too much. During training, dropout samples from an exponential number of different ""thinned"" networks. At test time, it is easy to approximate the effect of averaging the predictions of all these thinned networks by simply using a single unthinned network that has smaller weights. This significantly reduces overfitting and gives major improvements over other regularization methods. We show that dropout improves the performance of neural networks on supervised learning tasks in vision, speech recognition, document classification and computational biology, obtaining state-of-the-art results on many benchmark data sets."|Workshop on AI for Earth|Workshop_on_AI_for_Earth_Beijing_2014|Beijing|Dropout: a simple way to prevent neural networks from overfitting|2014|2897313;1695689;2064160;1701686;145124475|Nitish Srivastava;Geoffrey E. Hinton;A. Krizhevsky;I. Sutskever;R. Salakhutdinov|Computer Science|a7976c2bacfbb194ddbe7fd10c2e50a545cf4081;cc5afe344cc7ed7acd68a28b9774ea8023a162dc|3172075;47909642;3469125|True;True;True|desc;desc;desc
668b1277fbece28c4841eeab1c97e4ebd0079700|10.1117/1.2819119||||I-XX, 1-738|Probability Distributions.- Linear Models for Regression.- Linear Models for Classification.- Neural Networks.- Kernel Methods.- Sparse Kernel Machines.- Graphical Models.- Mixture Models and EM.- Approximate Inference.- Sampling Methods.- Continuous Latent Variables.- Sequential Data.- Combining Models.|AAAI|AAAI_Moscow_2006|Moscow|Pattern Recognition and Machine Learning|2006|1764325|Radford M. Neal|Computer Science;Mathematics|f3203d0bdefc9670ed508ca776d08aa9f024bafa;5c5be36e3111e42247d78a6d529e4b1d7d2ced12;df2a7756382540e92895f10703cec32d50c4f316;45c9f19b1eb46095e61f3c1a9970a6161c13a861;611544418ca53cdad254df444addc7814abcfddc|2274883;1796770;1780687|False;True;True|desc;desc;desc
0b544dfe355a5070b60986319a3f51fb45d1348e|10.3115/v1/D14-1179||||1724-1734|In this paper, we propose a novel neural network model called RNN Encoder‐ Decoder that consists of two recurrent neural networks (RNN). One RNN encodes a sequence of symbols into a fixedlength vector representation, and the other decodes the representation into another sequence of symbols. The encoder and decoder of the proposed model are jointly trained to maximize the conditional probability of a target sequence given a source sequence. The performance of a statistical machine translation system is empirically found to improve by using the conditional probabilities of phrase pairs computed by the RNN Encoder‐Decoder as an additional feature in the existing log-linear model. Qualitatively, we show that the proposed model learns a semantically and syntactically meaningful representation of linguistic phrases.|Workshop on AI for Accessibility|Workshop_on_AI_for_Accessibility_London_2014|London|Learning Phrase Representations using RNN Encoder–Decoder for Statistical Machine Translation|2014|1979489;3158246;1854385;3335364;2076086;144518416;1751762|Kyunghyun Cho;B. V. Merrienboer;Çaglar Gülçehre;Dzmitry Bahdanau;Fethi Bougares;Holger Schwenk;Yoshua Bengio|Computer Science;Mathematics|825ca26af5a2a510dbc1a7b97587212bc98ae968;5966d7c7f60898d610812e24c64d4d57855ad86a;09622b0c84bf812814af5b64b0c83dce796899c4;92ace17730c2173e642934d64f96d359697b7a93;94549a171a61039ed1f9b5954ce42181c574ccc3;a20bfec3c95aad003dcb45a21a220c19cca8bb66;0165568bcc1a819c18564567f2ec15d859be2519;b3683f5b5bfa6533b2c0eacd653e19ac1ec33d57;66183f1bef6e1a77b1f35e3eb7bd9d02fd8c9593;877374c2913b787ee9f958f39e31c75d39ebcc15;8c8215b7f8111839f0066010a530a3a9f57ba15e|2264432703;1773836;1979856|True;True;False|desc;desc;desc
4c75b748911ddcd888c5122f7672f69caa5d661f|10.1080/00401706.1999.10485951||||377-378|A machine learning system, in general, learns from the environment, but statistical machine learning programs (systems) learn from the data. This chapter presents techniques for statistical machine learning using Support Vector Machines (SVM) to recognize the patterns and classify them, predicting structured objects using SVM, k-nearest neighbor method for classification, and Naive Bayes classifiers. The artificial neural networks are presented with brief introduction to error-correction rules, Boltzmann learning, Hebbian rule, competitive learning rule, and deep learning. The instance-based learning is treated in details with its algorithm and learning task. The chapter concludes with a summary, and a set of practice exercises.|Workshop on AI for Social Impact|Workshop_on_AI_for_Social_Impact_Tokyo_2021|Tokyo|Statistical Learning Theory|2021|2348306915|Yuhai Wu|Computer Science;Mathematics|72e93aa6767ee683de7f001fa72f1314e40a8f35;dc6ea0e30e46163b706f2f8bdc9c67ca87f83d63;7b2dd79083a74699e4e0509ac3f0a8a302b4eabe;bd898f483476e3dcacf83cd85efc64e6319da0e1;abe8a57dc27598937c2cffde3fc21c1e6d1f11ce;78947497cbbffc691aac3f590d972130259af9ce;fbf1c51548ffc9b9e538befcd71529365af23d15;2d2fe4a73c98933ae9b8df73c8452b0d8be6475e;8346b9a8e156d6e7a7012bcd47bc4f5d4be59e92;2fb23de9524b13a32d9ed7f2441c46c81558a3c8;cc5afe344cc7ed7acd68a28b9774ea8023a162dc;ec6200bdcc23b79a71555962cde50306c4029f1a;30e0ffeb519a4df2d4a2067e899c5fb5c5e85e70;eed9fa4483cab37eacd59db0fac4b1441431ee85;b16408a97170785fb216c9e8b7920d64f478fbc8;184ac0766262312ba76bbdece4e7ffad0aa8180b;8fb1b96dcc133b170e7e5b340f93c5f230d495ee;5e095981ebf4d389e9356bd56e59e0ade1b42e88;8c8215b7f8111839f0066010a530a3a9f57ba15e|2285465435;33870107;113947684|True;True;True|desc;desc;desc
a25fbcbbae1e8f79c4360d26aa11a3abf1a11972|10.1109/TKDE.2009.191||||1345-1359|A major assumption in many machine learning and data mining algorithms is that the training and future data must be in the same feature space and have the same distribution. However, in many real-world applications, this assumption may not hold. For example, we sometimes have a classification task in one domain of interest, but we only have sufficient training data in another domain of interest, where the latter data may be in a different feature space or follow a different data distribution. In such cases, knowledge transfer, if done successfully, would greatly improve the performance of learning by avoiding much expensive data-labeling efforts. In recent years, transfer learning has emerged as a new learning framework to address this problem. This survey focuses on categorizing and reviewing the current progress on transfer learning for classification, regression, and clustering problems. In this survey, we discuss the relationship between transfer learning and other related machine learning techniques such as domain adaptation, multitask learning and sample selection bias, as well as covariate shift. We also explore some potential future issues in transfer learning research.|Workshop on AI for Accessibility|Workshop_on_AI_for_Accessibility_Rio_de_Janeiro_2010|Rio de Janeiro|A Survey on Transfer Learning|2010|1746914;152290618|Sinno Jialin Pan;Qiang Yang|Computer Science|0090023afc66cd2741568599057f4e82b566137c;398c296d0cc7f9d180f84969f8937e6d3a413796;1dd6c46d868accd5acffd02e4b08b003534b924e;076af19e50f022ccbe5bf16f413f79b5c6904c05;2878d9936f494ed7d0c8aec47e9bcc5e51609f9a;d02927d4de4a2a51cced4970da04b812cbee4342;40f391bc3860e8cd71d7ea68ec11d80d5e12c02c;12439a6ff384e95ee2262ee982bc055534e30487;45c9f19b1eb46095e61f3c1a9970a6161c13a861;e50f4d3316d13841c287dcdf5479d7820d593571;e9126a98de0c39dcffe4c4f5158e037460196724;e3a617f1848f8df98d28472e32d9c2ec3dcb8ad3;34f25a8704614163c4095b3ee2fc969b60de4698|1792616;152394142;1982950|True;False;False|desc;desc;desc
fa25610fb8586c2b50a3654edc5bb42fa7fc4729|10.1198/jasa.2004.s339||||567 - 567|In the words of the authors, the goal of this book was to “bring together many of the important new ideas in learning, and explain them in a statistical framework.” The authors have been quite successful in achieving this objective, and their work is a welcome addition to the statistics and learning literatures. Statistics has always been interdisciplinary, borrowing ideas from diverse  elds and repaying the debt with contributions, both theoretical and practical, to the other intellectual disciplines. For statistical learning, this cross-fertilization is especially noticeable. This book is a valuable resource, both for the statistician needing an introduction to machine learning and related  elds and for the computer scientist wishing to learn more about statistics. Statisticians will especially appreciate that it is written in their own language. The level of the book is roughly that of a second-year doctoral student in statistics, and it will be useful as a textbook for such students. In a stimulating article, Breiman (2001) argued that statistics has been focused too much on a “data modeling culture,” where the model is paramount. Breiman argued instead for an “algorithmic modeling culture,” with emphasis on black-box types of prediction. Breiman’s article is controversial, and in his discussion, Efron objects that “prediction is certainly an interesting subject, but Leo’s paper overstates both its role and our profession’s lack of interest in it.” Although I mostly agree with Efron, I worry that the courses offered by most statistics departments include little, if any, treatment of statistical learning and prediction. (Stanford, where Efron and the authors of this book teach, is an exception.) Graduate students in statistics certainly need to know more than they do now about prediction, machine learning, statistical learning, and data mining (not disjoint subjects). I hope that graduate courses covering the topics of this book will become more common in statistics curricula. Most of the book is focused on supervised learning, where one has inputs and outputs from some system and wishes to predict unknown outputs corresponding to known inputs. The methods discussed for supervised learning include linear and logistic regression; basis expansion, such as splines and wavelets; kernel techniques, such as local regression, local likelihood, and radial basis functions; neural networks; additive models; decision trees based on recursive partitioning, such as CART; and support vector machines. There is a  nal chapter on unsupervised learning, including association rules, cluster analysis, self-organizing maps, principal components and curves, and independent component analysis. Many statisticians will be unfamiliar with at least some of these algorithms. Association rules are popular for mining commercial data in what is called “market basket analysis.” The aim is to discover types of products often purchased together. Such knowledge can be used to develop marketing strategies, such as store or catalog layouts. Self-organizing maps (SOMs) involve essentially constrained k-means clustering, where prototypes are mapped to a two-dimensional curved coordinate system. Independent components analysis is similar to principal components analysis and factor analysis, but it uses higher-order moments to achieve independence, not merely zero correlation between components. A strength of the book is the attempt to organize a plethora of methods into a coherent whole. The relationships among the methods are emphasized. I know of no other book that covers so much ground. Of course, with such broad coverage, it is not possible to cover any single topic in great depth, so this book will encourage further reading. Fortunately, each chapter includes bibliographic notes surveying the recent literature. These notes and the extensive references provide a good introduction to the learning literature, including much outside of statistics. The book might be more suitable as a textbook if less material were covered in greater depth; however, such a change would compromise the book’s usefulness as a reference, and so I am happier with the book as it was written.|Workshop on AI for Social Good|Workshop_on_AI_for_Social_Good_Rome_2004|Rome|The Elements of Statistical Learning: Data Mining, Inference, and Prediction|2004|144108246|D. Ruppert|Computer Science;Mathematics|dd971c07879e1ce12b06991319528c06280eeb9b;3fa5f45ddbd5184f10bfb92e367493c5a344f207;1f6d30772a94d978c9f81e2f7c1f4b0bdec117dd;fd8ce955dc0c570b66305dfbc65e4ed5f37658d0;877374c2913b787ee9f958f39e31c75d39ebcc15;9670485f526f2254c0f34e64d9ca06f665a0bd17;5c7e5248d9eb7f373f10277410bf8506160907ea|2517825;1780112;1905807|True;True;True|desc;desc;desc
184ac0766262312ba76bbdece4e7ffad0aa8180b|10.1109/TPAMI.2013.50||||1798-1828|The success of machine learning algorithms generally depends on data representation, and we hypothesize that this is because different representations can entangle and hide more or less the different explanatory factors of variation behind the data. Although specific domain knowledge can be used to help design representations, learning with generic priors can also be used, and the quest for AI is motivating the design of more powerful representation-learning algorithms implementing such priors. This paper reviews recent work in the area of unsupervised feature learning and deep learning, covering advances in probabilistic models, autoencoders, manifold learning, and deep networks. This motivates longer term unanswered questions about the appropriate objectives for learning good representations, for computing representations (i.e., inference), and the geometrical connections between representation learning, density estimation, and manifold learning.|NeurIPS|NeurIPS_Beijing_2012|Beijing|Representation Learning: A Review and New Perspectives|2012|1751762;1760871;145467703|Yoshua Bengio;Aaron C. Courville;Pascal Vincent|Computer Science;Medicine;Mathematics|c43025c429b1fbf6f1379f61801a1b40834d62e7;22adb2413901b74128f2a02584dafa77afbd8d60;04fd278c01df1564e741b4c6e052fc1c5924ab8d;0af81925ffade8b0ddaf84d5fb64a8fa5cbd4c5c;12d1d070a53d4084d88a77b8b143bad51c40c38f;884895a86fe15cb9601df4a15a1475c07f28da3c;62ccd99a65bfc7c735ae1f33b75b107665de95df;26aa6fe2028b5eefbaa40ab54ef725bbbe7d9810;fd8ce955dc0c570b66305dfbc65e4ed5f37658d0;6a775ba9287f33ba62a7a4f353dd1e0a77aa236a;1f6d30772a94d978c9f81e2f7c1f4b0bdec117dd;e0535dedb8607d83cd2614317c99913378e89e26;872352b0a53ab6cbb4420f81df64d215d86c7d9b;5ded2b8c64491b4a67f6d39ce473d4b9347a672e;fc8cda36a0972e7de1ac3a7bcb81dc32da79bee4;e43ea2d3d6a64c7ddf225f8516d268f28a44c2fd;9f387ce140c59a44eaeeea590087351461345164;885af28a751553be48a25b411a5d492767d4cf65;9691f67f5075bde2fd70da0135a4a70f25ef042b|1695217;145295514;1399279909|True;True;True|desc;desc;desc
339a8e4cb0eba77675711ac255ac2a5d7ede1d53|10.1093/molbev/msab120||||3022 - 3027|Abstract The Molecular Evolutionary Genetics Analysis (MEGA) software has matured to contain a large collection of methods and tools of computational molecular evolution. Here, we describe new additions that make MEGA a more comprehensive tool for building timetrees of species, pathogens, and gene families using rapid relaxed-clock methods. Methods for estimating divergence times and confidence intervals are implemented to use probability densities for calibration constraints for node-dating and sequence sampling dates for tip-dating analyses. They are supported by new options for tagging sequences with spatiotemporal sampling information, an expanded interactive Node Calibrations Editor, and an extended Tree Explorer to display timetrees. Also added is a Bayesian method for estimating neutral evolutionary probabilities of alleles in a species using multispecies sequence alignments and a machine learning method to test for the autocorrelation of evolutionary rates in phylogenies. The computer memory requirements for the maximum likelihood analysis are reduced significantly through reprogramming, and the graphical user interface has been made more responsive and interactive for very big data sets. These enhancements will improve the user experience, quality of results, and the pace of biological discovery. Natively compiled graphical user interface and command-line versions of MEGA11 are available for Microsoft Windows, Linux, and macOS from www.megasoftware.net.|Workshop on AI for Social Good|Workshop_on_AI_for_Social_Good_Los_Angeles_2021|Los Angeles|MEGA11: Molecular Evolutionary Genetics Analysis Version 11|2021|3066242;48226007;2110208881|K. Tamura;G. Stecher;Sudhir Kumar|Computer Science;Biology;Medicine|43c99a08e6e84d6fb75b0c8d03977fbf8e9dc402;afcc28d71be4ea6a48a339f9e4e5557d1b2b25be|2520493;6593936;2064366548|True;True;True|desc;desc;desc
395de0bd3837fdf4b4b5e5f04835bcc69c279481|10.18653/v1/2020.acl-main.703|JAMA|15.0|7890-1234_15|7871-7880|We present BART, a denoising autoencoder for pretraining sequence-to-sequence models. BART is trained by (1) corrupting text with an arbitrary noising function, and (2) learning a model to reconstruct the original text. It uses a standard Tranformer-based neural machine translation architecture which, despite its simplicity, can be seen as generalizing BERT (due to the bidirectional encoder), GPT (with the left-to-right decoder), and other recent pretraining schemes. We evaluate a number of noising approaches, finding the best performance by both randomly shuffling the order of sentences and using a novel in-filling scheme, where spans of text are replaced with a single mask token. BART is particularly effective when fine tuned for text generation but also works well for comprehension tasks. It matches the performance of RoBERTa on GLUE and SQuAD, and achieves new state-of-the-art results on a range of abstractive dialogue, question answering, and summarization tasks, with gains of up to 3.5 ROUGE. BART also provides a 1.1 BLEU increase over a back-translation system for machine translation, with only target language pretraining. We also replicate other pretraining schemes within the BART framework, to understand their effect on end-task performance.||||BART: Denoising Sequence-to-Sequence Pre-training for Natural Language Generation, Translation, and Comprehension|2019|35084211;11323179;39589154;2320509;113947684;39455775;1759422;1982950|M. Lewis;Yinhan Liu;Naman Goyal;Marjan Ghazvininejad;Abdel-rahman Mohamed;Omer Levy;Veselin Stoyanov;Luke Zettlemoyer|Computer Science;Mathematics;Linguistics|45557cc70cd6989ab6b03e5aeb787e34299099f7;63861fbeb7ec41986b85965b9780b428d919919e;afcc28d71be4ea6a48a339f9e4e5557d1b2b25be;78989616eeeac55b202e3e4205225e7135054185;55f44d39630646f36eac91358f8f27d1bead384c;94549a171a61039ed1f9b5954ce42181c574ccc3;0bfc6add0390f1b4cfbd0e90ac71475cca88b2d5;dd971c07879e1ce12b06991319528c06280eeb9b;3d13d6f847e8f4c76c5a8d6f99fa49dbabe473c0;58a8bead87c8c1e37460dce28285c053c270f6e7;22fe619996b59c09cb73be40103a123d2e328111;4d1fdd81f033cd58f3723bfc61e7d12079647a7a;d9d2fe0d5ae1ec67068f1b4be2e8ac828ac989ac|1401020033;1699108;2916235|True;True;True|desc;desc;desc
